artwork,imageUrl,caption,g
https://w3id.org/spice/imma/documentation/untitled-77,https://imma.ie/wp-content/uploads/2018/11/336.jpg,"Richard Gorman, Untitled, 1985, Ink and gouache on rice paper, 59.4 x 45.3 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/untitled-77.jsonld
https://w3id.org/spice/imma/documentation/libertys-booty,https://imma.ie/wp-content/uploads/2021/11/9484.jpg,"Vivienne Dick, Liberty’s Booty, 1980, Colour, sound, Duration: 47min.36 sec., Collection Irish Museum of Modern Art, Purchase, 2020, 2020 ",artworks/libertys-booty.jsonld
https://w3id.org/spice/imma/documentation/the-yellow-window,https://imma.ie/wp-content/uploads/2018/11/295.jpg,"Stephen McKenna, The Yellow Window, 1990, Oil on canvas, Framed: 126.8 x 167.3 x 5 cm 120 x 160 x 3.5 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/the-yellow-window.jsonld
https://w3id.org/spice/imma/documentation/man-in-a-check-cap,https://imma.ie/wp-content/uploads/2020/08/7588.jpg,"Lucian Freud, Man in a Check Cap, 1991, Oil on canvas, 61 x 45 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/man-in-a-check-cap.jsonld
https://w3id.org/spice/imma/documentation/untitled-96,https://imma.ie/wp-content/uploads/2020/03/1877.jpg,"Michael Coleman, Untitled, 1976, Pastel, 50.3 x 41 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/untitled-96.jsonld
https://w3id.org/spice/imma/documentation/phase-3-actions-sculpture,https://imma.ie/wp-content/uploads/2018/11/5568.jpg,"Garrett Phelan, Phase 3 – (ACTIONS) sculpture, 2010, Installation with broadcast radio sculpture, zines, animation, screenprints and sound, Collection Irish Museum of Modern Art, Purchase, 2010 ",artworks/phase-3-actions-sculpture.jsonld
https://w3id.org/spice/imma/documentation/chain,https://imma.ie/wp-content/uploads/2021/09/7.jpg,"Mark Joyce, Chain, 1997, Oil on canvas, 52 x 42 cm, Collection Irish Museum of Modern Art, Purchase, 1998 ",artworks/chain.jsonld
https://w3id.org/spice/imma/documentation/untitled-65,https://imma.ie/wp-content/uploads/2018/11/6100.jpg,"Patrick Collins, Untitled, 1990, Lithograph, Sheet: 60x63 cm, Collection Irish Museum of Modern Art, Donation, Graphic Studio Dublin, 2011 ",artworks/untitled-65.jsonld
https://w3id.org/spice/imma/documentation/brennus,https://imma.ie/wp-content/uploads/2018/11/661.jpg,"Sean Scully, Brennus, 1979, Oil on canvas, 213.4 x 213.4 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/brennus.jsonld
https://w3id.org/spice/imma/documentation/isla-de-graciosa-light-caleta-del-sebo,https://imma.ie/wp-content/uploads/2018/11/105.jpg,"Tony O'Malley, Isla de Graciosa-Light-Caleta del Sebo, 1988, Oil on board, 90 x 120 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/isla-de-graciosa-light-caleta-del-sebo.jsonld
https://w3id.org/spice/imma/documentation/grandma-nataly,https://imma.ie/wp-content/uploads/2019/10/7497.jpg,"Elinor Carucci, Grandma &amp; Nataly, 1999, Carbon Print, 32.1 x 49.5 cm, Collection Irish Museum of Modern Art, Donation, David Kronn Collection, 2015 ",artworks/grandma-nataly.jsonld
https://w3id.org/spice/imma/documentation/melancholia-2,https://imma.ie/wp-content/uploads/2018/11/232.jpg,"Cecily Brennan, Melancholia, 2005, Watercolour on paper, 75 x 55 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/melancholia-2.jsonld
https://w3id.org/spice/imma/documentation/allegory,https://imma.ie/wp-content/uploads/2020/02/3483.jpg,"Louis le Brocquy, Allegory, 1950, Aubusson Tapestry, Atelier Tabard Frères et Soeurs, 180 x 220 cm, Collection Irish Museum of Modern Art, Heritage Gift by the Bank of Ireland from the Bank of Ireland collection, 2008 ",artworks/allegory.jsonld
https://w3id.org/spice/imma/documentation/self-portrait-with-blue-red-and-green-5,https://imma.ie/wp-content/uploads/2019/10/219.jpg,"Brian Bourke, Self Portrait with Blue, Red and Green, 2004, Mixed media on paper, 65 x 56 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/self-portrait-with-blue-red-and-green-5.jsonld
https://w3id.org/spice/imma/documentation/a-funny-thing-happened-on-the-way-to-the-g-p-o,https://imma.ie/wp-content/uploads/2018/11/811.jpg,"James McKenna, A Funny Thing Happened on the Way to the G.P.O., 1990, Painted wood, 35 x 35 x 35 cm, Collection Irish Museum of Modern Art, Purchase, 1993 ",artworks/a-funny-thing-happened-on-the-way-to-the-g-p-o.jsonld
https://w3id.org/spice/imma/documentation/working-drawing-for-veil,https://imma.ie/wp-content/uploads/2018/11/14.jpg,"Lennon, Working Drawing for VEIL, 1979, Matt emulsion, pencil, gauze, photographic prints, B &amp; W illustrations on board, 122.6 x 122.3 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/working-drawing-for-veil.jsonld
https://w3id.org/spice/imma/documentation/laboratory-still-life-no-4,https://imma.ie/wp-content/uploads/2020/01/513.jpg,"Tony Cragg, Laboratory Still Life, No. 4, 1988, Aquatint Etching, Framed: 80.5 x 79.5 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/laboratory-still-life-no-4.jsonld
https://w3id.org/spice/imma/documentation/triple-portrait,https://imma.ie/wp-content/uploads/2020/08/7572.jpg,"Lucian Freud, Triple Portrait, 1987, Oil on canvas, 21.5 x 25.5 cm Framed: 28.5 x 33.4 x 4 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/triple-portrait.jsonld
https://w3id.org/spice/imma/documentation/serial-para-perturbados-del-mar,https://imma.ie/wp-content/uploads/2018/11/1911.jpg,"Jose Luis Fajardo, Serial para perturbados del mar, 1981, Oil on canvas, 50 x 50 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/serial-para-perturbados-del-mar.jsonld
https://w3id.org/spice/imma/documentation/untitled-a-series-of-etchings-pub-paragon-press,https://imma.ie/wp-content/uploads/2020/02/536.jpg,"Anish Kapoor, Untitled (a series of etchings pub. Paragon Press), 1994, Spitbite etching on paper, 50 x 58 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1995 ",artworks/untitled-a-series-of-etchings-pub-paragon-press.jsonld
https://w3id.org/spice/imma/documentation/two-falling-black-petals-and-vase,https://imma.ie/wp-content/uploads/2018/11/1923.jpg,"Derrick Greaves, Two Falling Black Petals and Vase, 1970, Acrylic on canvas, 140 x 90.2 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/two-falling-black-petals-and-vase.jsonld
https://w3id.org/spice/imma/documentation/lips-of-thomas,https://imma.ie/wp-content/uploads/2018/11/6064.jpg,"Marina Abramović, Lips of Thomas, 1975, Framed black and white photograph with framed letter press text panel, Image framed 49.5 x 59.7 cm Text framed 26 x 18.4 cm, Collection Irish Museum of Modern Art, Purchase, 1995 ",artworks/lips-of-thomas.jsonld
https://w3id.org/spice/imma/documentation/study-for-tatlin-installation,https://imma.ie/wp-content/uploads/2018/11/5066.jpg,"Phong Bui, Study for Tatlin Installation, 2004, Gouache, watercolor, and collage elements on paper, 31.2 x 57.4 cm Framed: 42.5 x 68 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/study-for-tatlin-installation.jsonld
https://w3id.org/spice/imma/documentation/between-the-eyes-t2,https://imma.ie/wp-content/uploads/2018/11/2741.jpg,"Richard Deacon, Between the Eyes, T2, 1987, Pencil on double sided poster, 31 x 50 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/between-the-eyes-t2.jsonld
https://w3id.org/spice/imma/documentation/hottyhammyum,https://imma.ie/wp-content/uploads/2018/11/255.jpg,"Richard Gorman, Hottyhammyum, 1989, Oil on wood, 300 x 370 cm, Collection Irish Museum of Modern Art, Purchase, assisted by funding from Maire and Maurice Foley, 1993 ",artworks/hottyhammyum.jsonld
https://w3id.org/spice/imma/documentation/weeping-stones,https://imma.ie/wp-content/uploads/2021/03/30.jpg,"Patrick Hall, Weeping Stones, 2007, Pastel on paper, 13 x 14 cm, Collection Irish Museum of Modern Art, Donation, 2008 ",artworks/weeping-stones.jsonld
https://w3id.org/spice/imma/documentation/ark-of-dreaming,https://imma.ie/wp-content/uploads/2018/11/647.jpg,"Patrick Graham, Ark of Dreaming, 1990, Mixed media on canvas, 180 x 316 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/ark-of-dreaming.jsonld
https://w3id.org/spice/imma/documentation/haycock-by-a-bank,https://imma.ie/wp-content/uploads/2019/10/5581.jpg,"Charles Brady, Haycock by a Bank, 1975, Oil on canvas, 65 x 76 cm, Collection Irish Museum of Modern Art, Donation 2010, Bank of Ireland Art Collection, 2010 ",artworks/haycock-by-a-bank.jsonld
https://w3id.org/spice/imma/documentation/the-temple-1948,https://imma.ie/wp-content/uploads/2019/10/1578.jpg,"Gerard Dillon, The Temple, 1948, 1948, Watercolour, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2003 ",artworks/the-temple-1948.jsonld
https://w3id.org/spice/imma/documentation/maternite,https://imma.ie/wp-content/uploads/2018/11/1994.jpg,"Leopoldo Novoa, Maternite, 1972, Bronze, 30 x 17 x 7 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/maternite.jsonld
https://w3id.org/spice/imma/documentation/now-here-24,https://imma.ie/wp-content/uploads/2018/11/97.jpg,"Garrett Phelan, NOW: HERE 24, 2006, Black marker on paper, 69 x 99 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/now-here-24.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-19,https://imma.ie/wp-content/uploads/2018/11/5663.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-19.jsonld
https://w3id.org/spice/imma/documentation/still-life-with-eggs-candlestick-and-bowl,https://imma.ie/wp-content/uploads/2019/08/5120.jpg,"William Bailey, Still Life with Eggs, Candlestick and Bowl, 1975, Collotype, 76.2 x 55.8 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/still-life-with-eggs-candlestick-and-bowl.jsonld
https://w3id.org/spice/imma/documentation/simulteneisme-et-plus-6-collages,https://imma.ie/wp-content/uploads/2020/02/2000.jpg,"Sean O'Flynn, Simulteneisme et Plus (6 Collages), 1972, Mixed Media, 49 x 64 cm (each), Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/simulteneisme-et-plus-6-collages.jsonld
https://w3id.org/spice/imma/documentation/mask-head-1,https://imma.ie/wp-content/uploads/2020/02/1483.jpg,"Mary Farl Powers, Mask Head 1, 1973, Monochrome etching on paper, 30.5 x 25 cm, Collection Irish Museum of Modern Art, Donation, Powers Family, 2009 ",artworks/mask-head-1.jsonld
https://w3id.org/spice/imma/documentation/the-tablet-was-touched,https://imma.ie/wp-content/uploads/2018/11/5112.jpg,"William Scharf, The tablet was touched, 1993, Acrylic on canvas, 178 x 89.5 cm Framed: 178 x 89.5 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/the-tablet-was-touched.jsonld
https://w3id.org/spice/imma/documentation/small-rosc-symbol,https://imma.ie/wp-content/uploads/2018/11/1798.jpg,"Patrick Scott, Small Rosc Symbol, 1967, Oil on panel, 152.4 x 152.4 cm, Collection Irish Museum of Modern Art, Heritage Gift, P.J. Carroll &amp; Co. Ltd. Art Collection, 2005 ",artworks/small-rosc-symbol.jsonld
https://w3id.org/spice/imma/documentation/solar-breath-northern-caryatids,https://imma.ie/wp-content/uploads/2020/02/103.jpg,"Michael Snow, Solar Breath (Northern Caryatids), 2005, Video (colour, sound), Duration: 60 min, Collection Irish Museum of Modern Art, Purchase, 2007 ",artworks/solar-breath-northern-caryatids.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-50,https://imma.ie/wp-content/uploads/2018/11/5694.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-50.jsonld
https://w3id.org/spice/imma/documentation/smoke-rising,https://imma.ie/wp-content/uploads/2021/07/889.jpg,"GILBERT &amp; GEORGE, Smoke Rising, 1989, Mixed media, 32 panels, 338 x 568 cm, Collection Irish Museum of Modern Art, Purchase, 1993 ",artworks/smoke-rising.jsonld
https://w3id.org/spice/imma/documentation/bed-5,https://imma.ie/wp-content/uploads/2018/11/5096.jpg,"Diana Michener, Bed #5, 1981, Black and White photograph, 36.8 x 36.8 cm Framed: 54 x 50 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/bed-5.jsonld
https://w3id.org/spice/imma/documentation/untitled-corrections-d,https://imma.ie/wp-content/uploads/2021/01/63.jpg,"Iran do Espírito Santo, Untitled / Corrections D, 2008, Granite, Dimensions variable, Collection Irish Museum of Modern Art, Purchase, 2007 ",artworks/untitled-corrections-d.jsonld
https://w3id.org/spice/imma/documentation/a-game-of-war-structure,https://imma.ie/wp-content/uploads/2018/11/6490.jpg,"Liam Gillick, A Game of War Structure, 2011, Powder-coated and anodized aluminium, Collection Irish Museum of Modern Art, Donation, 2011 ",artworks/a-game-of-war-structure.jsonld
https://w3id.org/spice/imma/documentation/donegal-bay-diptych,https://imma.ie/wp-content/uploads/2018/11/111.jpg,"Mary Lohan, Donegal Bay (diptych), 1997, Oil on panel, 61 x 61 cm each, Collection Irish Museum of Modern Art, Purchase, 1998 ",artworks/donegal-bay-diptych.jsonld
https://w3id.org/spice/imma/documentation/after-constables-elm,https://imma.ie/wp-content/uploads/2018/11/7561.jpg,"Lucian Freud, After Constable’s Elm, 2003, Etching, Plate: 31.1 x 24.1 cm Sheet: 47.9 x 37.8 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/after-constables-elm.jsonld
https://w3id.org/spice/imma/documentation/light-rhythms,https://imma.ie/wp-content/uploads/2018/11/2025.jpg,"Peter Sedgley, Light Rhythms, 1981, Acrylic on card, 30 x 30.2 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/light-rhythms.jsonld
https://w3id.org/spice/imma/documentation/body-soul-portfolio-8-9prints,https://imma.ie/wp-content/uploads/2018/11/2312.jpg,"Antony Gormley, Body &amp; Soul Portfolio (8/9prints), 1990, Etching, 50 x 58.1 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/body-soul-portfolio-8-9prints.jsonld
https://w3id.org/spice/imma/documentation/bird-with-a-worm,https://imma.ie/wp-content/uploads/2018/11/7181.jpg,"Kenneth Hall, Bird with a Worm, 1935, Oil on canvas, 26 x 36 cm, Collection Irish Museum of Modern Art, Donation, Patrick Scott, 2013 ",artworks/bird-with-a-worm.jsonld
https://w3id.org/spice/imma/documentation/young-serbs-caca,https://imma.ie/wp-content/uploads/2021/05/9141.jpg,"Phil Collins, young serbs (caca), 2001, Lightjet print reverse mounted on Diasec, 74 x 92 x 3 cm, Collection Irish Museum of Modern Art, Heritage Gift, Kerlin Gallery Collection, 2018, 2018 ",artworks/young-serbs-caca.jsonld
https://w3id.org/spice/imma/documentation/computer-drawing-2,https://imma.ie/wp-content/uploads/2018/11/5071.jpg,"Harold Cohen, Computer Drawing, 1983, Ink on paper, 56.7 x 76.5 cm, Collection Irish Museum of Modern Art, Donation, Novak/O'Doherty Collection, 2015 ",artworks/computer-drawing-2.jsonld
https://w3id.org/spice/imma/documentation/block-party,https://imma.ie/wp-content/uploads/2018/11/793.jpg,"Pierre Huyghe, Block Party, 2002, Super 16mm film transferred to video, Duration: 5min.45 sec., Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/block-party.jsonld
https://w3id.org/spice/imma/documentation/no-8-from-i-modi,https://imma.ie/wp-content/uploads/2018/11/1509.jpg,"Hermione Wiltshire, No. 8 from ‘I Modi’, 1997, Black and white photograph laminated onto aluminium, 116 x 170 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 2000 ",artworks/no-8-from-i-modi.jsonld
https://w3id.org/spice/imma/documentation/diario-popular-twelve-days-in-march-6,https://imma.ie/wp-content/uploads/2018/11/473.jpg,"Brian Maguire, Diario Popular (Twelve Days in March), 1998, mixed media on paper, 50 x 70 cm, Collection Irish Museum of Modern Art, Heritage Gift Owen O'Brien, 2000 ",artworks/diario-popular-twelve-days-in-march-6.jsonld
https://w3id.org/spice/imma/documentation/burren-series-2,https://imma.ie/wp-content/uploads/2020/03/1520.jpg,"Helen Comerford, Burren Series, 1985, Watercolour, 22 x 31 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/burren-series-2.jsonld
https://w3id.org/spice/imma/documentation/gorans-stealth-yugo,https://imma.ie/wp-content/uploads/2018/11/4578.jpg,"Alan Phelan, Goran’s Stealth Yugo, 2009, Chrome plated steel, rubber, plastic, Collection Irish Museum of Modern Art, Donation. Made in colaboration with Goran Krstic, car designer from Zastava/Yugo Car Factory in Kragujevac, Serbia. 2009, 2009 ",artworks/gorans-stealth-yugo.jsonld
https://w3id.org/spice/imma/documentation/outdoor-studio-no-2-nasssau-1975,https://imma.ie/wp-content/uploads/2018/11/1172.jpg,"Tony O'Malley, Outdoor studio No 2 Nasssau, 1975, 1975, Newsprint, ink and pigment on board, 121 x 91 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2003 ",artworks/outdoor-studio-no-2-nasssau-1975.jsonld
https://w3id.org/spice/imma/documentation/scraping-the-surface,https://imma.ie/wp-content/uploads/2021/09/302.jpg,"John Kindness, Scraping the Surface, 1990, Etched painted steel, 112.5 x 87.5 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/scraping-the-surface.jsonld
https://w3id.org/spice/imma/documentation/the-wild-geese-i,https://imma.ie/wp-content/uploads/2018/11/1480.jpg,"Sidney Nolan, The Wild Geese I, 1989, Oil on canvas, 152.4 x 121.92 cm, Collection Irish Museum of Modern Art, Donated by the artist, 1991 ",artworks/the-wild-geese-i.jsonld
https://w3id.org/spice/imma/documentation/killer-dyke,https://imma.ie/wp-content/uploads/2021/07/9552.jpg,"Breda Lynch, Killer Dyke&nbsp;, 2016, black and white colouring pencil on rose pink tinted Canson paper, 65 x 50 cm, Collection Irish Museum of Modern Art, Purchase, 2021, 2021 ",artworks/killer-dyke.jsonld
https://w3id.org/spice/imma/documentation/untitled-15,https://imma.ie/wp-content/uploads/2020/02/1465.jpg,"Patrick Michael Fitzgerald, Untitled, 2004, Pencil and coloured pencil on paper, 29 x 23 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/untitled-15.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-34,https://imma.ie/wp-content/uploads/2018/11/5678.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-34.jsonld
https://w3id.org/spice/imma/documentation/the-music-of-things-sleep,https://imma.ie/wp-content/uploads/2020/04/4679.jpg,"Alice Maher, The Music of Things (Sleep), 2009, Video, sound by Trevor Knight, Duration: 3min.12 sec., Collection Irish Museum of Modern Art, Purchase, assisted by funding from Maire and Maurice Foley, 2010 ",artworks/the-music-of-things-sleep.jsonld
https://w3id.org/spice/imma/documentation/chaco-settlement,https://imma.ie/wp-content/uploads/2018/11/2174.jpg,"Maria Simonds-Gooding, Chaco Settlement, 1985, Fresco pigment on plaster, 91.4 x 137.2 cm, Collection Irish Museum of Modern Art, Purchase, 2011 ",artworks/chaco-settlement.jsonld
https://w3id.org/spice/imma/documentation/loss-memory-dumbells,https://imma.ie/wp-content/uploads/2018/11/3712.jpg,"Amelia Stein, Loss &amp; Memory – Dumbells, 2002, Photograph, 25 x 25 cm, Collection Irish Museum of Modern Art, Donation, in memory of Mona and Mendel Stein, 2004 ",artworks/loss-memory-dumbells.jsonld
https://w3id.org/spice/imma/documentation/female,https://imma.ie/wp-content/uploads/2018/11/1990.jpg,"Frank Morris, Female, 1969, Carved wood, 31.3 x 27 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/female.jsonld
https://w3id.org/spice/imma/documentation/diario-popular-twelve-days-in-march-9,https://imma.ie/wp-content/uploads/2018/11/476.jpg,"Brian Maguire, Diario Popular (Twelve Days in March), 1998, mixed media on paper, 50 x 70 cm, Collection Irish Museum of Modern Art, Heritage Gift Owen O'Brien, 2000 ",artworks/diario-popular-twelve-days-in-march-9.jsonld
https://w3id.org/spice/imma/documentation/lovers,https://imma.ie/wp-content/uploads/2018/11/243.jpg,"Brian Maguire, Lovers, 1987, Acrylic on canvas, 281 x 157 cm, Collection Irish Museum of Modern Art, Purchase, 1991 ",artworks/lovers.jsonld
https://w3id.org/spice/imma/documentation/solicitors-head,https://imma.ie/wp-content/uploads/2020/08/7557.jpg,"Lucian Freud, Solicitor’s Head, 2003, Etching, Plate: 36.7 x 27.8 cm Sheet: 59.1 x 48.3 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/solicitors-head.jsonld
https://w3id.org/spice/imma/documentation/sleeper-iii,https://imma.ie/wp-content/uploads/2018/11/1844.jpg,"Hughie O'Donoghue, Sleeper III, 1985, Oil on canvas, 274 x 244 cm, Collection Irish Museum of Modern Art, Gift, The American Ireland Fund, 2010 ",artworks/sleeper-iii.jsonld
https://w3id.org/spice/imma/documentation/bethany-drawing,https://imma.ie/wp-content/uploads/2020/01/1741.jpg,"Patrick Michael Fitzgerald, Bethany Drawing, 2004, Pencil and coloured pencil on paper, 46 x 38 cm, Collection Irish Museum of Modern Art, Purchase, 2005 ",artworks/bethany-drawing.jsonld
https://w3id.org/spice/imma/documentation/national-identity-crisis-1,https://imma.ie/wp-content/uploads/2018/11/238.jpg,"Jack Pakenham, National Identity Crisis 1, 1995, Acrylic on canvas, 210 x 360 cm, Collection Irish Museum of Modern Art, Purchase, 2006 ",artworks/national-identity-crisis-1.jsonld
https://w3id.org/spice/imma/documentation/eli,https://imma.ie/wp-content/uploads/2018/11/7551.jpg,"Lucian Freud, Eli, 2002, Etching, Plate: 66 x 85.1 cm Sheet: 77.3 x 95.6 cm Framed: 82 x 100 cm, Collection Irish Museum of Modern Art, On Loan, Private Collection ",artworks/eli.jsonld
https://w3id.org/spice/imma/documentation/dove-release,https://imma.ie/wp-content/uploads/2019/10/7508.jpg,"Harold Edgerton, Dove Release, 1965, Dye transfer print, 36 x 45.5 cm, Collection Irish Museum of Modern Art, Donation, David Kronn Collection, 2015 ",artworks/dove-release.jsonld
https://w3id.org/spice/imma/documentation/norte-o-sur-o-este-u-oeste,https://imma.ie/wp-content/uploads/2020/03/1265.jpg,"Hernán Braun, Norte, o Sur, o Este, u Oeste, 1982, Lithograph on paper, 56 x 74 cm, Collection Irish Museum of Modern Art, Donation, Smurfit: Cartón y Papel de México, 2000 ",artworks/norte-o-sur-o-este-u-oeste.jsonld
https://w3id.org/spice/imma/documentation/laboratory-still-life-1-state-1,https://imma.ie/wp-content/uploads/2020/03/933.jpg,"Tony Cragg, Laboratory Still Life 1, State 1, 1988, Aquatint Etching, Framed: 63 x 64 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/laboratory-still-life-1-state-1.jsonld
https://w3id.org/spice/imma/documentation/boy-and-seagull,https://imma.ie/wp-content/uploads/2021/07/1934.jpg,"Patrick Hennessy, Boy and Seagull, 1949, Oil on canvas, 52 x 38 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/boy-and-seagull.jsonld
https://w3id.org/spice/imma/documentation/the-family-3,https://imma.ie/wp-content/uploads/2020/02/1391.jpg,"Colin Middleton, The Family, 1957, Conte and wash on paper, 29 x 22.5 cm, Collection Irish Museum of Modern Art, Heritage Gift from the McClelland Collection by Noel and Anne Marie Smyth, 2004 ",artworks/the-family-3.jsonld
https://w3id.org/spice/imma/documentation/espace-metallise,https://imma.ie/wp-content/uploads/2018/11/1993.jpg,"Leopoldo Novoa, Espace Métallisé, 1969, Silver painted moulded canvas, 72.4 x 35.5 x 6 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/espace-metallise.jsonld
https://w3id.org/spice/imma/documentation/front-page,https://imma.ie/wp-content/uploads/2020/02/865.jpg,"John Bellany, Front Page, 1986, Etching, 55.89 x 76.2 cm, Collection Irish Museum of Modern Art, Donated by the Department of Customs and Excise, 1994 (July) ",artworks/front-page.jsonld
https://w3id.org/spice/imma/documentation/untitled-103,https://imma.ie/wp-content/uploads/2018/11/645.jpg,"Hans Burkhardt, Untitled, 1974, Screenprint, 66.5 x 107 cm, Collection Irish Museum of Modern Art, Donation, Jack Rutberg, 1991 ",artworks/untitled-103.jsonld
https://w3id.org/spice/imma/documentation/freeing-the-body,https://imma.ie/wp-content/uploads/2019/05/7196.jpg,"Marina Abramović, Freeing the Body, 1975, Framed black and white photograph with framed letter press text panel, Image framed 75.6 x 100.3 cm Text framed 26 x 18.4 cm, Collection Irish Museum of Modern Art, Purchase, 1995 ",artworks/freeing-the-body.jsonld
https://w3id.org/spice/imma/documentation/cor-what-a-bargain,https://imma.ie/wp-content/uploads/2021/03/883.jpg,"Michael Landy, Cor! What a Bargain, 1992, One-Colour screenprint, laminated with black marker-pen, 87.6 x 70.6 cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1995 ",artworks/cor-what-a-bargain.jsonld
https://w3id.org/spice/imma/documentation/the-troubles-an-artists-document-of-ulster-31,https://imma.ie/wp-content/uploads/2018/11/5675.jpg,"Les Levine, The Troubles: an Artist’s Document of Ulster, 1972, Archival cibachrome, 27.9 x 35.6 cm, Collection Irish Museum of Modern Art, Donated by the artist in memory of his parents Muriel McMahon and Charles Levine, 2010 ",artworks/the-troubles-an-artists-document-of-ulster-31.jsonld
https://w3id.org/spice/imma/documentation/working-drawing-for-body-of-thought-no-i-bt-10,https://imma.ie/wp-content/uploads/2018/11/3508.jpg,"Richard Deacon, Working drawing for Body of Thought No I (BT 10), 1988, Pencil and ink on squared paper with traces of tape, 59 x 84cm, Collection Irish Museum of Modern Art, Loan, Weltkunst Foundation, 1994 ",artworks/working-drawing-for-body-of-thought-no-i-bt-10.jsonld
https://w3id.org/spice/imma/documentation/hope-springs-eternal,https://imma.ie/wp-content/uploads/2018/11/1478.jpg,"Blaise Drummond, Hope Springs Eternal, 1997, Oil on canvas, 61 x 61 cm, Collection Irish Museum of Modern Art, Donation, Maire and Maurice Foley, 2000 ",artworks/hope-springs-eternal.jsonld
https://w3id.org/spice/imma/documentation/ditch,https://imma.ie/wp-content/uploads/2018/11/159.jpg,"Cecily Brennan, Ditch, 1984, Gouache, 65 x 79 cm, Collection Irish Museum of Modern Art, Gordon Lambert Trust, 1992 ",artworks/ditch.jsonld
